rep,id,phiS,deltaS,phiL,deltaL,deltaA,eta_phiS,eta_deltaS,eta_phiL,eta_deltaL,eta_deltaA
1,128,0.119305237789805,-3.05779438906227,-1.23417090998225,-5.29937325837823,0.0697906814852942,0.0565450884890031,-0.0859724561158108,-0.0124885323465591,0.281506432192015,0.207693582526525
1,129,0.349891324764617,-3.1355127008087,-1.05809628626974,-5.832515174621,-0.238101003455105,0.287131175463815,-0.163690767862236,0.163586091365949,-0.251635484050748,-0.100198102413873
1,130,-0.116936867686154,-3.29487939451446,-1.29008714721391,-5.87807116654179,-0.00817990322848878,-0.179697016986957,-0.323057461568002,-0.0684047695782168,-0.297191475971536,0.129722997812742
1,131,0.153177044664386,-2.33621111967571,-1.18896837270693,-5.61805527265282,0.107948716693744,0.0904168953635836,0.635610813270747,0.0327140049287571,-0.0371755820825754,0.245851617734975
1,132,0.205105103077284,-2.82719026586052,-1.25327855897327,-5.39396603492892,-0.0890309834963938,0.142344953776481,0.144631667085944,-0.0315961813375829,0.186913655641327,0.0488719175448372
1,133,-0.0225088730018623,-2.55824012241527,-1.24421000510453,-4.88225995912903,0.255658459519972,-0.0852690223026644,0.413581810531193,-0.0225276274688369,0.698619731441221,0.393561360561203
1,134,-0.0805770434135446,-2.54705134152672,-1.23019358171579,-6.4170406216411,-0.0284019953831126,-0.143337192714347,0.424770591419738,-0.00851120408010342,-0.836160931070853,0.109500905658118
1,135,0.010703695191787,-3.56999891066851,-1.24160094620202,-5.53394265416469,-0.196687827636668,-0.0520564541090151,-0.598176977722046,-0.019918568566333,0.0469370364055637,-0.0587849265954369
1,136,0.21779872538954,-2.42283654011432,-1.20049245591154,-5.35666413441783,0.0120841895805986,0.155038576088738,0.548985392832138,0.0211899217241478,0.224215556152415,0.14998709062183
1,137,0.270877773042074,-3.06545361383267,-1.20032550353259,-5.98357213879508,0.0596466106411405,0.208117623741272,-0.0936316808862143,0.0213568741031018,-0.402692448224826,0.197549511682372
1,138,-0.00428323403439661,-2.55858843831203,-1.25226648676253,-5.16256985258631,-0.436298220380998,-0.0670433833351986,0.413233494634431,-0.0305841091268346,0.418309837983935,-0.298395319339767
1,139,0.111692582639332,-2.25087217575573,-1.24734006107064,-5.06351802712937,-0.0973824194860996,0.0489324333385295,0.720949757190734,-0.0256576834349458,0.517361663440881,0.0405204815551315
1,140,-0.154996067112996,-3.45581812988428,-1.2207931329252,-5.58003076144944,0.0213350701287138,-0.217756216413798,-0.48399619693782,0.000889244710496007,0.000848929120806474,0.159237971169945
1,141,0.0774067844010916,-2.56554217965781,-1.38891466112426,-6.29675167468775,-0.0602303351128659,0.0146466351002895,0.406279753288653,-0.16723228348857,-0.715871984117504,0.0776725659283652
1,142,-0.0237458961716692,-3.27594064592648,-1.24497654165008,-5.78422271963474,-0.282996072585682,-0.0865060454724712,-0.304118712980018,-0.0232941640143931,-0.203343029064488,-0.145093171544451
1,143,0.20056104059596,-3.55604141328543,-1.09359374880423,-5.67140902180551,-0.180812648133186,0.137800891295158,-0.584219480338966,0.128088628831461,-0.0905293312352624,-0.0429097470919546
1,144,-0.116721921602445,-2.41090637020314,-1.14599833742723,-4.83639818217396,-0.324456046902719,-0.179482070903247,0.560915562743322,0.0756840402084575,0.744481508396288,-0.186553145861488
1,145,-0.0820866757341473,-3.40786300885559,-1.11852447971168,-5.68757138958101,-0.161538903268082,-0.144846825034949,-0.436041075909126,0.103157897924014,-0.106691699010761,-0.0236360022268507
1,146,-0.0706802739299086,-2.60916616362026,-1.28081051889122,-4.83841356626349,-0.0151661377257724,-0.133440423230711,0.362655769326204,-0.0591281412555311,0.742466124306759,0.122736763315459
1,147,-0.0745005050824183,-2.48204449018864,-0.96648531571611,-5.31567296716886,0.0947085142981214,-0.13726065438322,0.489777442757815,0.255197061919582,0.265206723401391,0.232611415339352
